question,body no carry,body carry,paraphrase no carry,paraphrase carry,answer no carry,answer carry,answer,Carry Operation,Num. Carries
What is the number of green rugs that Scarlett has?,Alexander has 469 green rugs. Alexander has 223 more green rugs than Scarlett.,Alexander has 383 green rugs. Alexander has 137 more green rugs than Scarlett.,Alexander has 469 green rugs. Alexander has 223 more green rugs than Scarlett. What is the number of green rugs that Scarlett has?,Alexander has 383 green rugs. Alexander has 137 more green rugs than Scarlett. What is the number of green rugs that Scarlett has?,246,246,246,Subtraction,1
How many bottles does Chloe have in all?,Evelyn has 250 bottles. Chloe has 637 more bottles than Evelyn.,Evelyn has 459 bottles. Chloe has 428 more bottles than Evelyn.,Evelyn has 250 bottles. Chloe has 637 bottles more than Evelyn. How many bottles does Chloe have in total?,Evelyn has 459 bottles. Chloe has 428 bottles more than Evelyn. How many bottles does Chloe have in total?,887,887,887,Addition,1
How many plants does Hannah have in total?,Alexander has 338 plants. Hannah has 121 fewer plants than Alexander.,Alexander has 901 plants. Hannah has 684 fewer plants than Alexander.,Alexander has 338 plants. Hannah has 121 fewer plants than Alexander. How many plants does Hannah have in total?,Alexander has 901 plants. Hannah has 684 fewer plants than Alexander. How many plants does Hannah have in total?,217,217,217,Subtraction,2
What is the number of blue desks that Isabella has?,Mason has 467 blue desks. Mason has 156 more blue desks than Isabella.,Mason has 810 blue desks. Mason has 499 more blue desks than Isabella.,Mason has 467 blue desks. Mason has 156 more blue desks than Isabella. What is the number of blue desks that Isabella has?,Mason has 810 blue desks. Mason has 499 more blue desks than Isabella. What is the number of blue desks that Isabella has?,311,311,311,Subtraction,2
How many grams of butter does Mila have?,Scarlett has 777 grams of butter. Mila has 401 grams of butter less than Scarlett.,Scarlett has 773 grams of butter. Mila has 397 grams of butter less than Scarlett.,Scarlett has 777 grams of butter. Mila has 401 grams less butter than Scarlett. How many grams of butter does Mila have?,Scarlett has 773 grams of butter. Mila has 397 grams less butter than Scarlett. How many grams of butter does Mila have?,376,376,376,Subtraction,2
What is the number of red forks that Jonathan has?,Alexander has 552 red forks. Alexander has 236 fewer red forks than Jonathan.,Alexander has 198 red forks. Alexander has 590 fewer red forks than Jonathan.,Alexander has 552 red forks. Alexander has 236 fewer red forks than Jonathan. What is the number of red forks that Jonathan has?,Alexander has 198 red forks. Alexander has 590 fewer red forks than Jonathan. What is the number of red forks that Jonathan has?,788,788,788,Addition,1
How many plants does Isabella have in total?,Charlotte has 574 plants. Isabella has 302 fewer plants than Charlotte.,Charlotte has 401 plants. Isabella has 129 fewer plants than Charlotte.,Charlotte has 574 plants. Isabella has 302 fewer plants than Charlotte. How many plants does Isabella have in total?,Charlotte has 401 plants. Isabella has 129 fewer plants than Charlotte. How many plants does Isabella have in total?,272,272,272,Subtraction,2
How many tables does Layla have in total?,Joshua has 220 tables. Joshua has 222 fewer tables than Layla.,Joshua has 234 tables. Joshua has 208 fewer tables than Layla.,Joshua has 220 tables. Joshua has 222 fewer tables than Layla. How many tables does Layla have in total?,Joshua has 234 tables. Joshua has 208 fewer tables than Layla. How many tables does Layla have in total?,442,442,442,Addition,1
How many dollars of bitcoin does Ava have?,Emma has 394 dollars of bitcoin. Ava has 261 dollars of bitcoin less than Emma.,Emma has 403 dollars of bitcoin. Ava has 270 dollars of bitcoin less than Emma.,Emma has 394 dollars of bitcoin. Ava has 261 dollars less of bitcoin than Emma. How many dollars of bitcoin does Ava have?,Emma has 403 dollars of bitcoin. Ava has 270 dollars less of bitcoin than Emma. How many dollars of bitcoin does Ava have?,133,133,133,Subtraction,1
How many juicers does Jackson have in all?,Ryan has 780 juicers. Ryan has 110 fewer juicers than Jackson.,Ryan has 714 juicers. Ryan has 176 fewer juicers than Jackson.,Ryan has 780 juicers. Ryan has 110 fewer juicers than Jackson. How many juicers does Jackson have in total?,Ryan has 714 juicers. Ryan has 176 fewer juicers than Jackson. How many juicers does Jackson have in total?,890,890,890,Addition,1
What is the number of small plates that Mason has?,Amelia has 425 small plates. Amelia has 250 fewer small plates than Mason.,Amelia has 386 small plates. Amelia has 289 fewer small plates than Mason.,Amelia has 425 small plates. Amelia has 250 fewer small plates than Mason. What is the number of small plates that Mason has?,Amelia has 386 small plates. Amelia has 289 fewer small plates than Mason. What is the number of small plates that Mason has?,675,675,675,Addition,2
How many grams of butter does Nicholas have?,Matthew has 682 grams of butter. Matthew has 304 grams of butter less than Nicholas.,Matthew has 188 grams of butter. Matthew has 798 grams of butter less than Nicholas.,Matthew has 682 grams of butter. Matthew has 304 grams less butter than Nicholas. How many grams of butter does Nicholas have?,Matthew has 188 grams of butter. Matthew has 798 grams less butter than Nicholas. How many grams of butter does Nicholas have?,986,986,986,Addition,2
How many wallets does Lily have in all?,Nathan has 783 wallets. Nathan has 301 more wallets than Lily.,Nathan has 648 wallets. Nathan has 166 more wallets than Lily.,Nathan has 783 wallets. Nathan has 301 wallets more than Lily. How many wallets does Lily have in total?,Nathan has 648 wallets. Nathan has 166 wallets more than Lily. How many wallets does Lily have in total?,482,482,482,Subtraction,1
What is the number of large lamps that Michael has?,Lily has 410 large lamps. Lily has 102 fewer large lamps than Michael.,Lily has 393 large lamps. Lily has 119 fewer large lamps than Michael.,Lily has 410 large lamps. Lily has 102 fewer large lamps than Michael. What is the number of large lamps that Michael has?,Lily has 393 large lamps. Lily has 119 fewer large lamps than Michael. What is the number of large lamps that Michael has?,512,512,512,Addition,2
What is the number of orange trash cans that Jacob has?,Nathan has 101 orange trash cans. Nathan has 455 fewer orange trash cans than Jacob.,Nathan has 158 orange trash cans. Nathan has 398 fewer orange trash cans than Jacob.,Nathan has 101 orange trash cans. Nathan has 455 fewer orange trash cans than Jacob. What is the number of orange trash cans that Jacob has?,Nathan has 158 orange trash cans. Nathan has 398 fewer orange trash cans than Jacob. What is the number of orange trash cans that Jacob has?,556,556,556,Addition,2
How many acres of farmland does Emily have?,Nicholas has 346 acres of farmland. Nicholas has 134 acres of farmland more than Emily.,Nicholas has 810 acres of farmland. Nicholas has 598 acres of farmland more than Emily.,Nicholas has 346 acres of farmland. Nicholas has 134 acres more farmland than Emily. How many acres of farmland does Emily have?,Nicholas has 810 acres of farmland. Nicholas has 598 acres more farmland than Emily. How many acres of farmland does Emily have?,212,212,212,Subtraction,2
How many liters of milk does Charlotte have?,Andrew has 722 liters of milk. Charlotte has 223 liters of milk more than Andrew.,Andrew has 550 liters of milk. Charlotte has 395 liters of milk more than Andrew.,Andrew has 722 liters of milk. Charlotte has 223 liters more milk than Andrew. How many liters of milk does Charlotte have?,Andrew has 550 liters of milk. Charlotte has 395 liters more milk than Andrew. How many liters of milk does Charlotte have?,945,945,945,Addition,1
What is the number of green wallets that Evelyn has?,Matthew has 797 green wallets. Evelyn has 105 fewer green wallets than Matthew.,Matthew has 941 green wallets. Evelyn has 249 fewer green wallets than Matthew.,Matthew has 797 green wallets. Evelyn has 105 fewer green wallets than Matthew. What is the number of green wallets that Evelyn has?,Matthew has 941 green wallets. Evelyn has 249 fewer green wallets than Matthew. What is the number of green wallets that Evelyn has?,692,692,692,Subtraction,2
What is the number of small bowls that Ryan has?,Lily has 579 small bowls. Lily has 359 more small bowls than Ryan.,Lily has 801 small bowls. Lily has 581 more small bowls than Ryan.,Lily has 579 small bowls. Lily has 359 more small bowls than Ryan. What is the number of small bowls that Ryan has?,Lily has 801 small bowls. Lily has 581 more small bowls than Ryan. What is the number of small bowls that Ryan has?,220,220,220,Subtraction,1
How many umbrellas does John have in all?,Matthew has 214 umbrellas. John has 314 more umbrellas than Matthew.,Matthew has 180 umbrellas. John has 348 more umbrellas than Matthew.,Matthew has 214 umbrellas. John has 314 umbrellas more than Matthew. How many umbrellas does John have in total?,Matthew has 180 umbrellas. John has 348 umbrellas more than Matthew. How many umbrellas does John have in total?,528,528,528,Addition,1
What is the number of red paintings that Nicholas has?,Jackson has 635 red paintings. Nicholas has 500 fewer red paintings than Jackson.,Jackson has 581 red paintings. Nicholas has 446 fewer red paintings than Jackson.,Jackson has 635 red paintings. Nicholas has 500 fewer red paintings than Jackson. What is the number of red paintings that Nicholas has?,Jackson has 581 red paintings. Nicholas has 446 fewer red paintings than Jackson. What is the number of red paintings that Nicholas has?,135,135,135,Subtraction,1
How many rolls of toilet papers does Sophia have in total?,Nicholas has 629 rolls of toilet papers. Sophia has 502 fewer rolls of toilet papers than Nicholas.,Nicholas has 526 rolls of toilet papers. Sophia has 399 fewer rolls of toilet papers than Nicholas.,Nicholas has 629 rolls of toilet paper. Sophia has 502 fewer rolls of toilet paper than Nicholas. How many rolls of toilet paper does Sophia have in total?,Nicholas has 526 rolls of toilet paper. Sophia has 399 fewer rolls of toilet paper than Nicholas. How many rolls of toilet paper does Sophia have in total?,127,127,127,Subtraction,2
What is the number of yellow tables that Christian has?,Olivia has 898 yellow tables. Christian has 576 fewer yellow tables than Olivia.,Olivia has 519 yellow tables. Christian has 197 fewer yellow tables than Olivia.,Olivia has 898 yellow tables. Christian has 576 fewer yellow tables than Olivia. What is the number of yellow tables that Christian has?,Olivia has 519 yellow tables. Christian has 197 fewer yellow tables than Olivia. What is the number of yellow tables that Christian has?,322,322,322,Subtraction,1
What is the number of small microwaves that Mia has?,Nathan has 876 small microwaves. Nathan has 766 more small microwaves than Mia.,Nathan has 901 small microwaves. Nathan has 791 more small microwaves than Mia.,Nathan has 876 small microwaves. Nathan has 766 more small microwaves than Mia. What is the number of small microwaves that Mia has?,Nathan has 901 small microwaves. Nathan has 791 more small microwaves than Mia. What is the number of small microwaves that Mia has?,110,110,110,Subtraction,1
How many paintings does Lily have totaled?,Liam has 554 paintings. Liam has 421 more paintings than Lily.,Liam has 920 paintings. Liam has 787 more paintings than Lily.,Liam has 554 paintings. Liam has 421 more paintings than Lily. How many paintings does Lily have in total?,Liam has 920 paintings. Liam has 787 more paintings than Lily. How many paintings does Lily have in total?,133,133,133,Subtraction,2
How many computers does Mila have in total?,Victoria has 799 computers. Mila has 687 fewer computers than Victoria.,Victoria has 808 computers. Mila has 696 fewer computers than Victoria.,Victoria has 799 computers. Mila has 687 fewer computers than Victoria. How many computers does Mila have in total?,Victoria has 808 computers. Mila has 696 fewer computers than Victoria. How many computers does Mila have in total?,112,112,112,Subtraction,1
How many meters of rope does Samuel have?,Jonathan has 366 meters of rope. Samuel has 411 meters of rope more than Jonathan.,Jonathan has 179 meters of rope. Samuel has 598 meters of rope more than Jonathan.,Jonathan has 366 meters of rope. Samuel has 411 meters more rope than Jonathan. How many meters of rope does Samuel have?,Jonathan has 179 meters of rope. Samuel has 598 meters more rope than Jonathan. How many meters of rope does Samuel have?,777,777,777,Addition,2
How many couchs does Christian have in all?,Nathan has 479 couchs. Christian has 362 fewer couchs than Nathan.,Nathan has 750 couchs. Christian has 633 fewer couchs than Nathan.,Nathan has 479 couches. Christian has 362 fewer couches than Nathan. How many couches does Christian have in total?,Nathan has 750 couches. Christian has 633 fewer couches than Nathan. How many couches does Christian have in total?,117,117,117,Subtraction,1
What is the number of yellow bowls that Elijah has?,Liam has 996 yellow bowls. Liam has 845 more yellow bowls than Elijah.,Liam has 320 yellow bowls. Liam has 169 more yellow bowls than Elijah.,Liam has 996 yellow bowls. Liam has 845 more yellow bowls than Elijah. What is the number of yellow bowls that Elijah has?,Liam has 320 yellow bowls. Liam has 169 more yellow bowls than Elijah. What is the number of yellow bowls that Elijah has?,151,151,151,Subtraction,2
How many gallons of oil does Christopher have?,Joshua has 760 gallons of oil. Joshua has 100 gallons of oil less than Christopher.,Joshua has 676 gallons of oil. Joshua has 184 gallons of oil less than Christopher.,Joshua has 760 gallons of oil. Joshua has 100 gallons less oil than Christopher. How many gallons of oil does Christopher have?,Joshua has 676 gallons of oil. Joshua has 184 gallons less oil than Christopher. How many gallons of oil does Christopher have?,860,860,860,Addition,2
How many acres of farmland does Andrew have?,Joseph has 150 acres of farmland. Joseph has 848 acres of farmland less than Andrew.,Joseph has 379 acres of farmland. Joseph has 619 acres of farmland less than Andrew.,Joseph has 150 acres of farmland. Joseph has 848 acres of farmland less than Andrew. How many acres of farmland does Andrew have?,Joseph has 379 acres of farmland. Joseph has 619 acres of farmland less than Andrew. How many acres of farmland does Andrew have?,998,998,998,Addition,1
How many keys does Nathan have in their collection?,James has 876 keys. James has 665 more keys than Nathan.,James has 500 keys. James has 289 more keys than Nathan.,James has 876 keys. James has 665 more keys than Nathan. How many keys does Nathan have in his collection?,James has 500 keys. James has 289 more keys than Nathan. How many keys does Nathan have in his collection?,211,211,211,Subtraction,2
How many gallons of oil does Matthew have?,Emily has 644 gallons of oil. Emily has 141 gallons of oil less than Matthew.,Emily has 597 gallons of oil. Emily has 188 gallons of oil less than Matthew.,Emily has 644 gallons of oil. Emily has 141 gallons less oil than Matthew. How many gallons of oil does Matthew have?,Emily has 597 gallons of oil. Emily has 188 gallons less oil than Matthew. How many gallons of oil does Matthew have?,785,785,785,Addition,2
How many bottles does Elijah have in total?,Ava has 153 bottles. Elijah has 143 more bottles than Ava.,Ava has 167 bottles. Elijah has 129 more bottles than Ava.,Ava has 153 bottles. Elijah has 143 bottles more than Ava. How many bottles does Elijah have in total?,Ava has 167 bottles. Elijah has 129 bottles more than Ava. How many bottles does Elijah have in total?,296,296,296,Addition,1
How many meters of rope does Elijah have?,Joshua has 100 meters of rope. Elijah has 624 meters of rope more than Joshua.,Joshua has 309 meters of rope. Elijah has 415 meters of rope more than Joshua.,Joshua has 100 meters of rope. Elijah has 624 meters more rope than Joshua. How many meters of rope does Elijah have?,Joshua has 309 meters of rope. Elijah has 415 meters more rope than Joshua. How many meters of rope does Elijah have?,724,724,724,Addition,1
How many watchs does Ella have totaled?,Matthew has 204 watchs. Ella has 600 more watchs than Matthew.,Matthew has 442 watchs. Ella has 362 more watchs than Matthew.,Matthew has 204 watches. Ella has 600 more watches than Matthew. How many watches does Ella have in total?,Matthew has 442 watches. Ella has 362 more watches than Matthew. How many watches does Ella have in total?,804,804,804,Addition,1
How many grams of butter does Layla have?,Christopher has 698 grams of butter. Christopher has 278 grams of butter more than Layla.,Christopher has 701 grams of butter. Christopher has 281 grams of butter more than Layla.,Christopher has 698 grams of butter. Christopher has 278 grams more butter than Layla. How many grams of butter does Layla have?,Christopher has 701 grams of butter. Christopher has 281 grams more butter than Layla. How many grams of butter does Layla have?,420,420,420,Subtraction,1
What is the number of small vacuum cleaners that Christian has?,Liam has 472 small vacuum cleaners. Christian has 522 more small vacuum cleaners than Liam.,Liam has 138 small vacuum cleaners. Christian has 856 more small vacuum cleaners than Liam.,Liam has 472 small vacuum cleaners. Christian has 522 small vacuum cleaners more than Liam. What is the number of small vacuum cleaners that Christian has?,Liam has 138 small vacuum cleaners. Christian has 856 small vacuum cleaners more than Liam. What is the number of small vacuum cleaners that Christian has?,994,994,994,Addition,1
How many liters of milk does Elizabeth have?,Victoria has 301 liters of milk. Victoria has 563 liters of milk less than Elizabeth.,Victoria has 481 liters of milk. Victoria has 383 liters of milk less than Elizabeth.,Victoria has 301 liters of milk. Victoria has 563 liters less milk than Elizabeth. How many liters of milk does Elizabeth have?,Victoria has 481 liters of milk. Victoria has 383 liters less milk than Elizabeth. How many liters of milk does Elizabeth have?,864,864,864,Addition,1
How many gigabytes of training data does John have?,Logan has 103 gigabytes of training data. Logan has 230 gigabytes of training data less than John.,Logan has 175 gigabytes of training data. Logan has 158 gigabytes of training data less than John.,Logan has 103 gigabytes of training data. Logan has 230 gigabytes less training data than John. How many gigabytes of training data does John have?,Logan has 175 gigabytes of training data. Logan has 158 gigabytes less training data than John. How many gigabytes of training data does John have?,333,333,333,Addition,2
How many kilograms of gold does James have?,Emily has 154 kilograms of gold. James has 604 kilograms of gold more than Emily.,Emily has 587 kilograms of gold. James has 171 kilograms of gold more than Emily.,Emily has 154 kilograms of gold. James has 604 kilograms more gold than Emily. How many kilograms of gold does James have?,Emily has 587 kilograms of gold. James has 171 kilograms more gold than Emily. How many kilograms of gold does James have?,758,758,758,Addition,1
How many watchs does Ava have in all?,Samuel has 100 watchs. Samuel has 518 fewer watchs than Ava.,Samuel has 459 watchs. Samuel has 159 fewer watchs than Ava.,Samuel has 100 watches. Samuel has 518 fewer watches than Ava. How many watches does Ava have in total?,Samuel has 459 watches. Samuel has 159 fewer watches than Ava. How many watches does Ava have in total?,618,618,618,Addition,2
What is the number of green vases that Alexander has?,Emma has 265 green vases. Alexander has 114 fewer green vases than Emma.,Emma has 720 green vases. Alexander has 569 fewer green vases than Emma.,Emma has 265 green vases. Alexander has 114 fewer green vases than Emma. What is the number of green vases that Alexander has?,Emma has 720 green vases. Alexander has 569 fewer green vases than Emma. What is the number of green vases that Alexander has?,151,151,151,Subtraction,2
What is the number of large paintings that Layla has?,Charlotte has 856 large paintings. Layla has 625 fewer large paintings than Charlotte.,Charlotte has 413 large paintings. Layla has 182 fewer large paintings than Charlotte.,Charlotte has 856 large paintings. Layla has 625 fewer large paintings than Charlotte. What is the number of large paintings that Layla has?,Charlotte has 413 large paintings. Layla has 182 fewer large paintings than Charlotte. What is the number of large paintings that Layla has?,231,231,231,Subtraction,1
What is the number of yellow rugs that Henry has?,Scarlett has 251 yellow rugs. Scarlett has 625 fewer yellow rugs than Henry.,Scarlett has 288 yellow rugs. Scarlett has 588 fewer yellow rugs than Henry.,Scarlett has 251 yellow rugs. Scarlett has 625 fewer yellow rugs than Henry. What is the number of yellow rugs that Henry has?,Scarlett has 288 yellow rugs. Scarlett has 588 fewer yellow rugs than Henry. What is the number of yellow rugs that Henry has?,876,876,876,Addition,2
What is the number of small pans that Christian has?,Avery has 366 small pans. Christian has 301 more small pans than Avery.,Avery has 279 small pans. Christian has 388 more small pans than Avery.,Avery has 366 small pans. Christian has 301 small pans more than Avery. What is the number of small pans that Christian has?,Avery has 279 small pans. Christian has 388 small pans more than Avery. What is the number of small pans that Christian has?,667,667,667,Addition,2
How many gigabytes of training data does William have?,John has 367 gigabytes of training data. William has 512 gigabytes of training data more than John.,John has 485 gigabytes of training data. William has 394 gigabytes of training data more than John.,John has 367 gigabytes of training data. William has 512 gigabytes more training data than John. How many gigabytes of training data does William have?,John has 485 gigabytes of training data. William has 394 gigabytes more training data than John. How many gigabytes of training data does William have?,879,879,879,Addition,1
How many forks does Isabella have totaled?,Victoria has 475 forks. Isabella has 220 fewer forks than Victoria.,Victoria has 738 forks. Isabella has 483 fewer forks than Victoria.,Victoria has 475 forks. Isabella has 220 fewer forks than Victoria. How many forks does Isabella have in total?,Victoria has 738 forks. Isabella has 483 fewer forks than Victoria. How many forks does Isabella have in total?,255,255,255,Subtraction,1
How many liters of milk does Joshua have?,Mia has 240 liters of milk. Mia has 445 liters of milk less than Joshua.,Mia has 106 liters of milk. Mia has 579 liters of milk less than Joshua.,Mia has 240 liters of milk. Mia has 445 liters less milk than Joshua. How many liters of milk does Joshua have?,Mia has 106 liters of milk. Mia has 579 liters less milk than Joshua. How many liters of milk does Joshua have?,685,685,685,Addition,1
How many gigabytes of training data does Ava have?,Lily has 606 gigabytes of training data. Lily has 160 gigabytes of training data less than Ava.,Lily has 396 gigabytes of training data. Lily has 370 gigabytes of training data less than Ava.,Lily has 606 gigabytes of training data. Lily has 160 gigabytes less training data than Ava. How many gigabytes of training data does Ava have?,Lily has 396 gigabytes of training data. Lily has 370 gigabytes less training data than Ava. How many gigabytes of training data does Ava have?,766,766,766,Addition,1
How many liters of milk does William have?,Sofia has 468 liters of milk. William has 511 liters of milk more than Sofia.,Sofia has 683 liters of milk. William has 296 liters of milk more than Sofia.,Sofia has 468 liters of milk. William has 511 liters more milk than Sofia. How many liters of milk does William have?,Sofia has 683 liters of milk. William has 296 liters more milk than Sofia. How many liters of milk does William have?,979,979,979,Addition,1
How many refrigerators does Mila have in total?,Nathan has 597 refrigerators. Mila has 233 fewer refrigerators than Nathan.,Nathan has 646 refrigerators. Mila has 282 fewer refrigerators than Nathan.,Nathan has 597 refrigerators. Mila has 233 fewer refrigerators than Nathan. How many refrigerators does Mila have in total?,Nathan has 646 refrigerators. Mila has 282 fewer refrigerators than Nathan. How many refrigerators does Mila have in total?,364,364,364,Subtraction,1
How many kilowatt-hours of emergency energy reserve does Christian have?,Abigail has 843 kilowatt-hours of emergency energy reserve. Christian has 152 kilowatt-hours of emergency energy reserve more than Abigail.,Abigail has 587 kilowatt-hours of emergency energy reserve. Christian has 408 kilowatt-hours of emergency energy reserve more than Abigail.,Abigail has 843 kilowatt-hours of emergency energy reserve. Christian has 152 kilowatt-hours more emergency energy reserve than Abigail. How many kilowatt-hours of emergency energy reserve does Christian have?,Abigail has 587 kilowatt-hours of emergency energy reserve. Christian has 408 kilowatt-hours more emergency energy reserve than Abigail. How many kilowatt-hours of emergency energy reserve does Christian have?,995,995,995,Addition,1
What is the number of orange spoons that Charlotte has?,John has 702 orange spoons. John has 216 fewer orange spoons than Charlotte.,John has 558 orange spoons. John has 360 fewer orange spoons than Charlotte.,John has 702 orange spoons. John has 216 fewer orange spoons than Charlotte. What is the number of orange spoons that Charlotte has?,John has 558 orange spoons. John has 360 fewer orange spoons than Charlotte. What is the number of orange spoons that Charlotte has?,918,918,918,Addition,1
How many pans does William have in their collection?,Avery has 879 pans. Avery has 334 more pans than William.,Avery has 737 pans. Avery has 192 more pans than William.,Avery has 879 pans. Avery has 334 more pans than William. How many pans does William have in their collection?,Avery has 737 pans. Avery has 192 more pans than William. How many pans does William have in their collection?,545,545,545,Subtraction,1
What is the number of large blenders that Grace has?,Nicholas has 475 large blenders. Nicholas has 132 more large blenders than Grace.,Nicholas has 622 large blenders. Nicholas has 279 more large blenders than Grace.,Nicholas has 475 large blenders. Nicholas has 132 more large blenders than Grace. What is the number of large blenders that Grace has?,Nicholas has 622 large blenders. Nicholas has 279 more large blenders than Grace. What is the number of large blenders that Grace has?,343,343,343,Subtraction,2
How many kilograms of gold does Scarlett have?,Sofia has 404 kilograms of gold. Scarlett has 384 kilograms of gold more than Sofia.,Sofia has 519 kilograms of gold. Scarlett has 269 kilograms of gold more than Sofia.,Sofia has 404 kilograms of gold. Scarlett has 384 kilograms more gold than Sofia. How many kilograms of gold does Scarlett have?,Sofia has 519 kilograms of gold. Scarlett has 269 kilograms more gold than Sofia. How many kilograms of gold does Scarlett have?,788,788,788,Addition,1
How many vacuum cleaners does Logan have in all?,Amelia has 598 vacuum cleaners. Logan has 302 fewer vacuum cleaners than Amelia.,Amelia has 919 vacuum cleaners. Logan has 623 fewer vacuum cleaners than Amelia.,Amelia has 598 vacuum cleaners. Logan has 302 fewer vacuum cleaners than Amelia. How many vacuum cleaners does Logan have in total?,Amelia has 919 vacuum cleaners. Logan has 623 fewer vacuum cleaners than Amelia. How many vacuum cleaners does Logan have in total?,296,296,296,Subtraction,1
How many liters of milk does Elijah have?,Mia has 234 liters of milk. Elijah has 630 liters of milk more than Mia.,Mia has 195 liters of milk. Elijah has 669 liters of milk more than Mia.,Mia has 234 liters of milk. Elijah has 630 liters more milk than Mia. How many liters of milk does Elijah have?,Mia has 195 liters of milk. Elijah has 669 liters more milk than Mia. How many liters of milk does Elijah have?,864,864,864,Addition,2
What is the number of green televisions that Evelyn has?,Emma has 797 green televisions. Emma has 224 more green televisions than Evelyn.,Emma has 821 green televisions. Emma has 248 more green televisions than Evelyn.,Emma has 797 green televisions. Emma has 224 more green televisions than Evelyn. What is the number of green televisions that Evelyn has?,Emma has 821 green televisions. Emma has 248 more green televisions than Evelyn. What is the number of green televisions that Evelyn has?,573,573,573,Subtraction,2
How many gallons of oil does Daniel have?,Jackson has 107 gallons of oil. Jackson has 560 gallons of oil less than Daniel.,Jackson has 509 gallons of oil. Jackson has 158 gallons of oil less than Daniel.,Jackson has 107 gallons of oil. Jackson has 560 gallons less oil than Daniel. How many gallons of oil does Daniel have?,Jackson has 509 gallons of oil. Jackson has 158 gallons less oil than Daniel. How many gallons of oil does Daniel have?,667,667,667,Addition,1
How many liters of milk does Lucy have?,Andrew has 314 liters of milk. Lucy has 620 liters of milk more than Andrew.,Andrew has 752 liters of milk. Lucy has 182 liters of milk more than Andrew.,Andrew has 314 liters of milk. Lucy has 620 liters more milk than Andrew. How many liters of milk does Lucy have?,Andrew has 752 liters of milk. Lucy has 182 liters more milk than Andrew. How many liters of milk does Lucy have?,934,934,934,Addition,1
What is the number of red hairdryers that Victoria has?,William has 221 red hairdryers. William has 423 fewer red hairdryers than Victoria.,William has 245 red hairdryers. William has 399 fewer red hairdryers than Victoria.,William has 221 red hairdryers. William has 423 fewer red hairdryers than Victoria. What is the number of red hairdryers that Victoria has?,William has 245 red hairdryers. William has 399 fewer red hairdryers than Victoria. What is the number of red hairdryers that Victoria has?,644,644,644,Addition,2
What is the number of red spoons that Ella has?,James has 835 red spoons. Ella has 203 fewer red spoons than James.,James has 910 red spoons. Ella has 278 fewer red spoons than James.,James has 835 red spoons. Ella has 203 fewer red spoons than James. What is the number of red spoons that Ella has?,James has 910 red spoons. Ella has 278 fewer red spoons than James. What is the number of red spoons that Ella has?,632,632,632,Subtraction,2
How many mugs does Hannah have in total?,Ryan has 112 mugs. Hannah has 227 more mugs than Ryan.,Ryan has 194 mugs. Hannah has 145 more mugs than Ryan.,Ryan has 112 mugs. Hannah has 227 more mugs than Ryan. How many mugs does Hannah have in total?,Ryan has 194 mugs. Hannah has 145 more mugs than Ryan. How many mugs does Hannah have in total?,339,339,339,Addition,1
How many mirrors does Elijah have totaled?,Isabella has 677 mirrors. Elijah has 125 fewer mirrors than Isabella.,Isabella has 944 mirrors. Elijah has 392 fewer mirrors than Isabella.,Isabella has 677 mirrors. Elijah has 125 fewer mirrors than Isabella. How many mirrors does Elijah have in total?,Isabella has 944 mirrors. Elijah has 392 fewer mirrors than Isabella. How many mirrors does Elijah have in total?,552,552,552,Subtraction,1
How many dollars of bitcoin does Jackson have?,Emily has 897 dollars of bitcoin. Jackson has 272 dollars of bitcoin less than Emily.,Emily has 923 dollars of bitcoin. Jackson has 298 dollars of bitcoin less than Emily.,Emily has 897 dollars of bitcoin. Jackson has 272 dollars less of bitcoin than Emily. How many dollars of bitcoin does Jackson have?,Emily has 923 dollars of bitcoin. Jackson has 298 dollars less of bitcoin than Emily. How many dollars of bitcoin does Jackson have?,625,625,625,Subtraction,2
How many mouses does Ava have totaled?,Victoria has 131 mouses. Victoria has 245 fewer mouses than Ava.,Victoria has 227 mouses. Victoria has 149 fewer mouses than Ava.,Victoria has 131 mice. Victoria has 245 fewer mice than Ava. How many mice does Ava have in total?,Victoria has 227 mice. Victoria has 149 fewer mice than Ava. How many mice does Ava have in total?,376,376,376,Addition,1
What is the number of green speakers that Jonathan has?,Emily has 442 green speakers. Jonathan has 210 fewer green speakers than Emily.,Emily has 901 green speakers. Jonathan has 669 fewer green speakers than Emily.,Emily has 442 green speakers. Jonathan has 210 fewer green speakers than Emily. What is the number of green speakers that Jonathan has?,Emily has 901 green speakers. Jonathan has 669 fewer green speakers than Emily. What is the number of green speakers that Jonathan has?,232,232,232,Subtraction,2
How many dollars of bitcoin does Scarlett have?,Grace has 533 dollars of bitcoin. Scarlett has 456 dollars of bitcoin more than Grace.,Grace has 197 dollars of bitcoin. Scarlett has 792 dollars of bitcoin more than Grace.,Grace has 533 dollars of bitcoin. Scarlett has 456 dollars more bitcoin than Grace. How many dollars of bitcoin does Scarlett have?,Grace has 197 dollars of bitcoin. Scarlett has 792 dollars more bitcoin than Grace. How many dollars of bitcoin does Scarlett have?,989,989,989,Addition,1
